name,date,diameter_m,velocity_km_s,miss_distance_km,eccentricity,hazardous
(2024 NN2),2024-05-29,820.4270648822,22.0851298176,65215657.31530294,0.0,0
(2024 UO9),2024-05-29,58.0817881978,9.6405083764,35592251.314092435,0.0,0
(2006 WN3),2024-05-27,642.7468823564,20.9445381905,27090982.575327367,0.0,0
(2012 WF),2024-05-27,35.8129403019,17.0243666887,54088736.5958188,0.0,0
(2015 CD1),2024-05-27,13.6157001539,5.9569764176,55001469.17897654,0.0,0
(2015 KU121),2024-05-27,156.3291544087,23.8252073788,36920334.574296355,0.0,0
(2016 TB57),2024-05-27,35.8129403019,4.190215803,32741641.97019469,0.0,0
(2017 KQ34),2024-05-27,1014.0047251696,39.7771730088,74757989.7338657,0.0,0
(2018 VO7),2024-05-27,108.1533506775,11.2509983177,74479586.82621379,0.0,0
(2021 LU),2024-05-27,110.67256584,28.1755415613,55722424.06957778,0.0,0
(2021 VO22),2024-05-27,162.9446023625,21.6807925042,69204639.23557769,0.0,0
(2023 WU2),2024-05-27,189.6880529621,9.0284870007,68299187.67051157,0.0,0
(2024 JO16),2024-05-27,33.1161605006,8.7986340623,3063671.522202091,0.0,0
(2024 KS1),2024-05-27,23.6613750114,12.4033546202,2436959.489914947,0.0,0
(2025 HV18),2024-05-27,119.1351672299,7.4985999104,23122246.647346724,0.0,0
422659 (1998 LD),2024-05-28,605.396601689,11.5008892522,29078713.708872307,0.0,0
(2008 LD),2024-05-28,9.8637028131,4.4638792613,2941351.267978743,0.0,0
(2013 YW102),2024-05-28,113.2504610618,14.1492643612,59174005.42681345,0.0,0
(2014 QZ295),2024-05-28,65.1688382168,24.6015189048,74701417.08527671,0.0,0
(2018 RO5),2024-05-28,44.8786700881,8.4438335452,37955946.055003375,0.0,0
(2019 HH3),2024-05-28,47.2106498806,17.3188837574,35336197.984143436,0.0,0
(2020 CF2),2024-05-28,17.948988478,5.6881963375,51446224.89027138,0.0,0
(2020 DP4),2024-05-28,54.706632051,6.6351859577,20695433.06449262,0.0,0
(2020 KQ5),2024-05-28,547.0663205095,32.8223141372,27919958.347908862,0.0,0
(2021 KO2),2024-05-28,14.7924455306,13.0619703067,11710838.201647382,0.0,0
(2022 WR),2024-05-28,49.8930414151,16.4564964615,50882403.278939694,0.0,0
(2023 KG1),2024-05-28,60.8190985438,22.5388986306,64760567.624627605,0.0,0
(2023 KF5),2024-05-28,30.4817557509,13.5074720996,55901424.39862056,0.0,0
(2024 JV17),2024-05-28,71.7860370529,8.3723589537,6609617.495458254,0.0,0
(2024 XW3),2024-05-28,27.2922900914,7.209543495,25195224.960247777,0.0,0
(2024 YH9),2024-05-28,16.0708918604,3.4951023611,20606533.6326579,0.0,0
(1998 KY26),2024-06-01,43.0566244241,5.2603097225,4589323.498268923,0.0,0
(2001 WK15),2024-06-01,320.6564489709,13.5148243736,62533984.83677328,0.0,0
(2007 EC),2024-06-01,212.8334959841,3.7033712691,21555412.48699886,0.0,0
(2015 YA1),2024-06-01,74.8238376074,16.1234503637,51635501.186763175,0.0,0
(2016 JC6),2024-06-01,316.2568775553,7.0888537086,7604631.510118927,0.0,1
(2016 JN6),2024-06-01,39.2681081809,14.5288150048,61978463.827816196,0.0,0
(2017 HK1),2024-06-01,56.7596852866,13.6472481603,50631429.993460156,0.0,0
(2020 BZ6),2024-06-01,47.2106498806,5.4668692559,48663746.081519455,0.0,0
(2023 OE5),2024-06-01,31.6256877555,3.3178879186,20472421.7900852,0.0,0
(2023 XM10),2024-06-01,111.6966064835,10.1044283815,40572308.845743515,0.0,0
(2024 JC1),2024-06-01,56.7596852866,4.8163882839,5782214.370485133,0.0,0
(2024 JP1),2024-06-01,40.7417780731,4.7266559787,7072635.858283796,0.0,0
(2024 KB1),2024-06-01,13.3057689797,11.055234952,364228.447333216,0.0,0
(2024 KE1),2024-06-01,76.5667086792,10.8184782085,14269333.110480295,0.0,0
(2024 KO1),2024-06-01,21.9806220506,6.9627783712,2775545.276592741,0.0,0
(2024 KU1),2024-06-01,35.9782453236,7.002575371,8333360.328833658,0.0,0
(2024 LA1),2024-06-01,40.9298335762,5.6478239437,12023972.1846323,0.0,0
162472 (2000 LL),2024-05-30,851.2163929215,16.2101498885,25387792.6043568,0.0,0
(2008 ST),2024-05-30,22.5964377109,12.1445968274,45566917.47797354,0.0,0
(2019 LR5),2024-05-30,34.201092472,19.1487775475,35270472.45915468,0.0,0
(2020 BD11),2024-05-30,82.4213984152,10.6189156115,42459172.73281352,0.0,0
(2023 YD),2024-05-30,44.8786700881,6.3166608066,73915974.0684684,0.0,0
(2023 YX),2024-05-30,127.6556316195,9.7810065399,46758712.126917966,0.0,0
(2024 JA3),2024-05-30,60.2615056967,8.487608822,2386484.55522568,0.0,0
(2024 JE8),2024-05-30,150.6745762577,17.0708278717,16694903.938948948,0.0,0
(2024 KY),2024-05-30,29.7879062798,7.1754917577,1432737.621637265,0.0,0
(2024 LB),2024-05-30,18.9688052962,5.228769125,2981978.144966336,0.0,0
(2024 LB3),2024-05-30,401.8277992159,15.7311815985,60333187.32122384,0.0,0
(2024 NH1),2024-05-30,143.2319744727,9.3371303855,27621995.144759793,0.0,0
(2008 XH),2024-05-31,137.4168467624,14.6944742434,5288369.272175911,0.0,0
(2012 BN1),2024-05-31,46.7778200408,5.3130277711,31525173.246963948,0.0,0
(2016 CN248),2024-05-31,20.6081961232,16.8989724206,64044940.10865429,0.0,0
(2017 MD4),2024-05-31,359.7824532363,12.7505785985,35265780.486519784,0.0,0
(2017 RP2),2024-05-31,112.2121745938,5.4020641816,42438266.02656677,0.0,0
(2017 WC14),2024-05-31,45.0858206172,20.8757105478,56757880.41729362,0.0,0
(2019 CC2),2024-05-31,32.6617897446,6.1622856965,50640488.683040984,0.0,0
(2019 LJ5),2024-05-31,78.3501764334,11.3703584064,33913886.10734264,0.0,0
(2022 FA4),2024-05-31,42.8587972046,4.9902636709,27265486.0372773,0.0,0
(2022 WO7),2024-05-31,72.7846803049,10.7988016262,12570912.155047674,0.0,0
(2024 EM),2024-05-31,295.1480911351,7.7156341233,19060076.243062098,0.0,0
(2024 KX),2024-05-31,17.3796080855,8.2511810246,290759.482276877,0.0,0
(2024 LB1),2024-05-31,113.773201439,17.5186067125,16584422.231846346,0.0,0
(2024 MM2),2024-05-31,88.3161195666,5.7994563396,11261148.216170128,0.0,0
(2025 SS7),2024-05-31,5.8001600646,9.5810092809,23440602.239265483,0.0,0
14827 Hypnos (1986 JK),2024-06-02,1028.1109360402,13.9456518958,11735069.092243828,0.0,1
101955 Bennu (1999 RQ36),2024-06-02,539.5602891983,6.615318097,53827044.0096025,0.0,1
(2003 WJ98),2024-06-02,145.8948556919,12.4071619302,72593654.574839,0.0,0
(2015 LG14),2024-06-02,136.1570015386,6.8050971212,28421179.907750767,0.0,0
(2015 OQ21),2024-06-02,15.6329154409,20.2146808675,58407655.975107715,0.0,0
(2017 GM7),2024-06-02,968.3669947276,19.4923449213,35078859.09985838,0.0,1
(2018 LB),2024-06-02,37.5007521798,11.6958606155,20085697.563050732,0.0,0
(2021 AR),2024-06-02,96.3917752536,16.2161803339,51675407.43585119,0.0,0
(2021 LR2),2024-06-02,59.7090248917,20.4348056765,65702543.38997593,0.0,0
(2021 UK),2024-06-02,67.9266159267,7.4887901581,70832052.67938738,0.0,0
(2021 XF),2024-06-02,12.706910727,14.8314889917,64869443.42851534,0.0,0
(2022 DU4),2024-06-02,112.2121745938,8.8944551308,37117790.55320443,0.0,0
(2023 KK4),2024-06-02,18.282685088,22.8847493289,27399425.438385252,0.0,0
(2023 XQ),2024-06-02,52.0043866724,15.3968744699,62764579.28705015,0.0,0
(2024 JV14),2024-06-02,105.2058716137,16.5991769846,9110726.407042788,0.0,0
(2024 KJ1),2024-06-02,34.043952726,4.1189193395,7802608.628166938,0.0,0
(2024 LF1),2024-06-02,18.7085435306,8.9381627574,2723544.099554373,0.0,0
(2024 LJ1),2024-06-02,43.0566244241,9.6819655921,1111253.549302344,0.0,0
(2024 SY4),2024-06-02,15.9235530382,4.0169409672,33128293.896578588,0.0,0
(2025 KR1),2024-06-02,69.8296682492,15.4727674403,16617952.589795388,0.0,0
(2025 RB5),2024-06-02,68.2087324242,6.0835745103,27778672.793796692,0.0,0
488789 (2004 XK50),2024-06-09,887.2376825273,26.3495238317,66916155.601718165,0.0,1
(2002 XS90),2024-06-09,163.696720474,24.4617879566,60105222.771582,0.0,0
(2011 UZ275),2024-06-09,113.2504610618,7.7627087615,70826189.29559124,0.0,0
(2017 MM),2024-06-09,242.1251923687,8.073191822,18447277.052041546,0.0,0
(2021 DQ),2024-06-09,539.5602891983,23.4272523441,64411895.216524854,0.0,0
(2022 MM),2024-06-09,48.9823907803,27.7913830079,36719559.51232594,0.0,0
(2024 JR16),2024-06-09,255.882142717,15.3704155744,22427121.519456908,0.0,1
(2024 JS29),2024-06-09,228.0551997482,6.5588813997,50691437.36426497,0.0,0
(2024 LV),2024-06-09,135.5314169419,11.0977842335,15754697.76680486,0.0,0
(2024 LZ1),2024-06-09,31.3357417074,9.0559914805,1574457.473325834,0.0,0
(2024 US5),2024-06-09,25.8249791033,7.3921211632,37051563.18720097,0.0,0
449107 (2012 VJ82),2024-06-08,676.1452147577,20.0656057288,43191072.98149289,0.0,0
(2013 XH17),2024-06-08,51.7654482198,10.9462560164,73266142.65775892,0.0,0
(2016 BU),2024-06-08,27.1668934089,11.9678645444,56508953.10708314,0.0,0
(2018 DH1),2024-06-08,351.5928047493,11.789351983,26602140.269147538,0.0,1
(2018 LN4),2024-06-08,121.3500553547,18.0323789506,29066424.58792691,0.0,0
(2018 NC15),2024-06-08,260.6393469284,8.5937416801,18684317.584777992,0.0,0
(2019 RW1),2024-06-08,63.9793728683,2.5215431982,54173360.16149404,0.0,0
(2021 PA15),2024-06-08,34.676877062,16.5805495837,50294358.52618122,0.0,0
(2021 SN1),2024-06-08,363.1114792885,34.5691985906,46660451.638287574,0.0,1
(2022 MA1),2024-06-08,187.9489824394,23.6462091997,69379693.15785007,0.0,0
(2023 TG8),2024-06-08,14.2573883328,19.1903179653,73046335.60516924,0.0,0
(2024 BX5),2024-06-08,18.7085435306,3.2254590346,21991072.122082636,0.0,0
(2024 CM9),2024-06-08,322.1365318908,12.6725971785,22484916.786558032,0.0,0
(2024 GA4),2024-06-08,220.8207999214,12.3084943054,22388758.028322842,0.0,0
(2024 JG2),2024-06-08,159.2355303825,10.001545756,21082212.448261756,0.0,0
(2024 LC),2024-06-08,40.3682552065,8.7049328307,4689900.330398825,0.0,0
(2024 LW2),2024-06-08,41.1187571041,7.6846576328,1673098.299580918,0.0,0
(2024 MJ),2024-06-08,85.1216392921,10.9215547816,9582298.312321534,0.0,0
756065 (2018 DH1),2024-06-08,351.5928047493,11.7893520914,26602140.269147538,0.0,1
(2025 NU),2024-06-08,57.5492911629,10.4790751342,24807972.05434073,0.0,0
(2014 JU15),2024-06-07,65.1688382168,18.5369388075,43477504.4477928,0.0,0
(2014 OL339),2024-06-07,165.2113875797,11.1610272071,48830482.077983886,0.0,0
(2015 FA341),2024-06-07,82.0427064882,6.4780748982,55401982.21568358,0.0,0
(2016 JN),2024-06-07,124.1766612574,14.0659817066,46759485.862061396,0.0,0
(2019 UJ3),2024-06-07,38.3742569109,20.3146185766,58413479.93986511,0.0,0
(2021 WG3),2024-06-07,28.9761031358,13.6488338887,74242120.14898486,0.0,0
(2022 YM6),2024-06-07,52.9712204056,11.6593481103,34976216.74001782,0.0,0
(2024 BD4),2024-06-07,29.5148091135,1.2606824068,9487020.610741707,0.0,0
(2024 KA1),2024-06-07,49.8930414151,8.3223316141,1877381.102487512,0.0,0
(2024 LA),2024-06-07,44.8786700881,18.2582075295,1798756.934991825,0.0,0
(2024 LR1),2024-06-07,179.4898847799,13.0157364964,11088569.929209227,0.0,0
(2024 LQ3),2024-06-07,86.70416872,13.5541441316,3678776.001439556,0.0,0
(2024 LU4),2024-06-07,49.435619262,13.0132709035,4297880.039570619,0.0,0
415949 (2001 XY10),2024-06-06,794.4013596028,23.8848668191,62766498.328526504,0.0,0
480927 (2002 YZ3),2024-06-06,1219.1018176054,18.6759413381,64795225.38204455,0.0,0
(2013 MD6),2024-06-06,260.6393469284,16.0388787625,36349893.61625205,0.0,0
(2016 CQ247),2024-06-06,251.2117672679,23.9396392552,32715351.416124087,0.0,0
(2020 BK5),2024-06-06,151.370058502,15.8478243338,58444391.27294428,0.0,0
(2021 LW3),2024-06-06,144.557283615,9.8361260162,3707989.548292091,0.0,0
(2021 PB2),2024-06-06,1028.1109360402,15.2554775665,47793122.47136697,0.0,0
(2022 YH5),2024-06-06,29.2442157171,13.1220118538,41098069.09379939,0.0,0
(2023 JA4),2024-06-06,136.1570015386,15.5920206279,66402483.0859551,0.0,0
(2024 AT2),2024-06-06,20.2320541533,5.8615057191,54588876.15914636,0.0,0
(2024 KN),2024-06-06,260.6393469284,19.7624170776,49993452.49357266,0.0,1
(2024 LE1),2024-06-06,32.5117224521,9.8498212267,3756200.319218908,0.0,0
(2024 LH1),2024-06-06,4.1308552663,17.4040731252,8098.256295645,0.0,0
(2024 LP2),2024-06-06,128.2448632429,3.3867922202,39983437.834029466,0.0,0
279744 (1998 KM3),2024-06-05,633.9280645215,21.5020354367,17391297.23790233,0.0,1
(2008 YN2),2024-06-05,32.6617897446,7.6958735178,4018013.720675023,0.0,0
(2016 LJ10),2024-06-05,108.1533506775,11.8310947539,9977471.557777435,0.0,0
(2018 VC),2024-06-05,32.0656448971,2.4089131834,22840335.729482476,0.0,0
(2020 BK3),2024-06-05,24.7765012606,8.8165584819,72015095.7482183,0.0,0
(2020 WF1),2024-06-05,108.1533506775,23.5083848683,43467474.9428346,0.0,0
(2020 WR1),2024-06-05,76.5667086792,16.9532996681,66823935.321566254,0.0,0
(2021 SQ3),2024-06-05,420.7653599595,2.984745557,57700459.1069374,0.0,0
(2023 VL2),2024-06-05,13.5531416942,5.7135072829,43976134.04501951,0.0,0
(2024 JR17),2024-06-05,140.6176963133,14.5336918934,7400331.712894301,0.0,0
(2024 LM1),2024-06-05,44.8786700881,7.0040346493,6035467.138549007,0.0,0
(2024 LE4),2024-06-05,55.4676771118,17.9290938173,4947286.203374846,0.0,0
(2024 LG4),2024-06-05,751.6920874957,28.4713413657,31652238.38658881,0.0,1
(2024 WO3),2024-06-05,35.1592804749,10.1425738142,29403152.06986356,0.0,0
482566 (2012 WK4),2024-06-04,295.1480911351,6.6091717054,17967703.934605423,0.0,0
(2014 FW32),2024-06-04,23.8803110188,18.757224956,72357161.57030675,0.0,0
(2014 KE46),2024-06-04,371.5694321726,15.5126006749,36901182.0825928,0.0,0
(2014 WC201),2024-06-04,34.201092472,16.1407149219,24958567.30829981,0.0,0
(2021 RC2),2024-06-04,55.212826285,21.0879152602,66201824.18673074,0.0,0
(2022 BJ8),2024-06-04,779.9019007224,10.0336047953,22952053.937779564,0.0,0
(2023 HO2),2024-06-04,168.2828965971,23.5108859359,73947383.29317851,0.0,0
(2023 XL2),2024-06-04,5.4959146391,9.7919680012,47992549.41717209,0.0,0
(2024 KF),2024-06-04,136.1570015386,7.3176546461,9458826.22929812,0.0,0
(2024 KM),2024-06-04,165.2113875797,22.272747287,20689834.468926378,0.0,0
(2024 KS),2024-06-04,71.1278987093,7.9245870551,14724173.705742288,0.0,0
(2024 KF1),2024-06-04,92.4783300513,17.806969817,8674933.584975353,0.0,0
(2024 KK1),2024-06-04,35.4846052917,4.6012421858,4277172.029214804,0.0,0
(2024 KV1),2024-06-04,79.4401359603,6.3961299302,12159379.305402609,0.0,0
(2024 KX1),2024-06-04,27.5448225424,10.7428956782,1351003.030188325,0.0,0
(2024 KA2),2024-06-04,15.1370058502,13.1413952898,349183.883220287,0.0,0
(2024 LK1),2024-06-04,92.0534307207,13.7861615389,11157300.336853955,0.0,0
(2025 QP3),2024-06-04,74.8238376074,5.0368383335,25475660.633676805,0.0,0
419624 (2010 SO16),2024-06-03,485.3331752235,16.5457301337,66585937.01838671,0.0,1
(2007 YN56),2024-06-03,149.2931834393,14.1572079537,18684956.4724014,0.0,0
(2012 LJ2),2024-06-03,271.6689340891,18.5170866774,41165345.61958473,0.0,0
(2023 KD2),2024-06-03,62.2357573367,20.2851275603,62700669.34165086,0.0,0
(2023 RF4),2024-06-03,52.7278397554,13.5537060304,59571132.106296025,0.0,0
(2023 VO6),2024-06-03,14.1918815838,5.5421201692,22670027.350842234,0.0,0
(2024 KZ),2024-06-03,60.8190985438,9.8521090852,4387865.522021965,0.0,0
(2024 KL1),2024-06-03,167.5097069204,31.2749347682,10528041.744905163,0.0,0
(2024 KT1),2024-06-03,23.7705909561,7.1631145236,1852970.769246002,0.0,0
(2024 LM),2024-06-03,15.0674576258,6.6129598098,954670.251642055,0.0,0
(2024 LQ1),2024-06-03,46.9937366478,5.8109827976,3847195.033780635,0.0,0
(2024 LO4),2024-06-03,17.6213825176,4.6847142381,2974063.10118208,0.0,0
(2024 JE52),2024-06-03,289.7610313582,6.9009762098,54129109.78473845,0.0,0
(2024 XM6),2024-06-03,71.4562101727,11.631094409,17981327.094556548,0.0,0
(1996 BG1),2024-06-12,107.1617947985,11.5972744982,53133817.099165544,0.0,0
(2007 MH),2024-06-12,340.4395272595,10.4920721414,40514128.932599045,0.0,0
(2008 YX32),2024-06-12,399.981568182,12.6216797354,36283225.6097225,0.0,0
(2017 FN1),2024-06-12,4.5085820617,17.9406312035,58853275.282863975,0.0,0
(2021 VW3),2024-06-12,252.3713081011,20.0343953679,26061669.82317797,0.0,1
(2022 LE1),2024-06-12,40.7417780731,21.1374664769,31956526.12392808,0.0,0
(2022 XC1),2024-06-12,34.676877062,6.481960438,6297912.80044289,0.0,0
(2023 XV21),2024-06-12,111.6966064835,4.8127236568,47321648.941647545,0.0,0
(2024 KL),2024-06-12,102.3387195373,8.5468986689,11072883.754791655,0.0,0
(2024 KC1),2024-06-12,515.2760758959,26.4359124109,8568543.708732564,0.0,0
(2024 LQ5),2024-06-12,62.5230245403,13.1101455292,451722.28750099,0.0,0
(2024 NP),2024-06-12,57.5492911629,7.5234505541,9753727.149088504,0.0,0
380455 (2003 UL3),2024-06-11,1836.7074128054,20.650155444,41789110.69351117,0.0,0
475016 (2005 UO),2024-06-11,230.1653685307,19.871530436,67467244.75881672,0.0,0
(2007 LV8),2024-06-11,578.1492662155,8.1641691539,35728345.163884975,0.0,0
(2010 VZ11),2024-06-11,45.0858206172,9.5448480946,27360472.711160827,0.0,0
(2011 WD39),2024-06-11,801.7518648824,42.0889987332,70719159.63413782,0.0,0
(2013 AF4),2024-06-11,171.4115092306,4.6845775207,42839786.91908379,0.0,0
(2015 MN116),2024-06-11,666.8681546232,33.749953258,69315133.09002733,0.0,0
(2017 JJ2),2024-06-11,56.7596852866,16.1559637723,24217539.525099833,0.0,0
(2019 NU),2024-06-11,157.0507369998,4.6608979769,70827374.69415332,0.0,0
(2020 VM6),2024-06-11,164.452310205,11.2986965446,37773263.65862651,0.0,0
(2021 OD1),2024-06-11,13.1837809565,8.4887109808,28726051.645254947,0.0,0
(2024 AH4),2024-06-11,44.6724713292,6.7487172646,41161989.40633107,0.0,0
(2024 CR7),2024-06-11,588.897863577,17.2259701846,42939351.916100375,0.0,0
(2024 CR9),2024-06-11,748.2383760735,7.3780063303,7366402.12310959,0.0,1
(2024 LD),2024-06-11,35.6483947878,10.6690986554,4622325.70093793,0.0,0
(2024 LV2),2024-06-11,123.6061213242,28.2201930206,4707047.357936521,0.0,0
(2024 MZ1),2024-06-11,105.6914798531,12.1706485794,10478203.827865928,0.0,0
(2024 RE15),2024-06-11,225.9643771094,10.1563456091,29633832.79323206,0.0,0
(2024 WP3),2024-06-11,201.3909630836,14.1763750457,20570972.97729658,0.0,0
756998 (2024 CR9),2024-06-11,748.2383760735,7.3780063374,7366402.078230229,0.0,1
(2009 DO111),2024-06-10,159.9705281956,9.1700416656,38603148.94137824,0.0,0
(2014 UY),2024-06-10,51.7654482198,6.0161414136,51915519.751411065,0.0,0
(2016 HF19),2024-06-10,29.7879062798,17.6876615857,70798588.39881751,0.0,0
(2018 JH2),2024-06-10,130.6291132614,3.7226490445,70172987.9684632,0.0,0
(2019 WD5),2024-06-10,247.7650126055,15.8233838717,11993070.94940936,0.0,1
(2022 KB5),2024-06-10,554.6767711177,28.574555895,71119189.06581052,0.0,0
(2024 JC9),2024-06-10,91.209479795,4.2077468133,23055053.73181092,0.0,0
(2024 LD1),2024-06-10,529.7122040557,10.8575438316,28828454.977618825,0.0,0
(2024 LW1),2024-06-10,90.7904103018,4.0847299765,21853907.196420252,0.0,0
504034 (2005 UJ159),2024-06-16,1828.2685087962,31.8145429339,10934840.869149815,0.0,1
(2016 NV15),2024-06-16,602.6150569674,21.038968651,36376160.92281366,0.0,0
(2019 KU5),2024-06-16,755.1617405255,20.9258803584,47313950.111664794,0.0,0
(2019 LR1),2024-06-16,76.5667086792,9.5899587692,14370600.680855349,0.0,0
(2021 TH15),2024-06-16,9.9549705315,17.8470329378,31741014.923773322,0.0,0
(2022 WK10),2024-06-16,401.8277992159,20.6185358224,30993785.815188874,0.0,0
(2023 JX1),2024-06-16,67.9266159267,9.5012822741,43682846.41857878,0.0,0
(2024 KK),2024-06-16,71.4562101727,7.8255764054,7992096.471006698,0.0,0
(2024 LS1),2024-06-16,328.1254971615,4.8214298203,50294005.89408206,0.0,0
(2024 LH3),2024-06-16,80.5452583346,6.125490682,4977813.099847685,0.0,0
(2024 LB4),2024-06-16,45.924028604,7.5955501121,2902610.700453554,0.0,0
(2024 LP4),2024-06-16,119.1351672299,11.179096211,8188395.115913096,0.0,0
(2024 LZ4),2024-06-16,34.9977382549,21.4180032347,278737.827363251,0.0,0
(2024 LJ6),2024-06-16,94.1976305719,16.6884456891,2149813.409549837,0.0,0
(2009 ME9),2024-06-15,335.768521834,17.6738769002,28140275.259959076,0.0,0
(2015 XN55),2024-06-15,21.5794304844,6.4223554005,56461596.749431044,0.0,0
(2016 AR130),2024-06-15,485.3331752235,34.9467816393,71472573.76193891,0.0,0
(2017 BQ32),2024-06-15,25.9441817907,7.169977801,61613428.030698165,0.0,0
(2020 LD),2024-06-15,198.6277754808,34.5651354098,36750394.98432524,0.0,0
(2021 FK),2024-06-15,48.7573371375,16.8786407353,41608326.76890354,0.0,0
(2022 WE6),2024-06-15,113.773201439,5.2990076207,17292480.14047702,0.0,0
(2023 HU2),2024-06-15,66.0754270632,12.9113843341,69752183.32707149,0.0,0
(2024 LL1),2024-06-15,34.201092472,9.2218718913,1993332.391953267,0.0,0
(2024 LS4),2024-06-15,37.8477423675,4.785002221,4267886.923257727,0.0,0
(2024 LW5),2024-06-15,45.2939273097,6.9702250067,11383214.483129792,0.0,0
(2024 MM),2024-06-15,74.8238376074,7.6161262847,9834390.93394377,0.0,0
(2024 XK6),2024-06-15,4.6136004289,3.4775349084,16178622.167056913,0.0,0
(2025 EM),2024-06-15,14.3231974473,2.5101509655,16031676.607452866,0.0,0
(2015 BN311),2024-06-14,420.7653599595,17.6820124617,44171890.5771646,0.0,1
(2017 BS31),2024-06-14,243.2427914778,13.1168389256,62782070.97312054,0.0,1
(2022 WU5),2024-06-14,38.1979432159,19.1623234738,61599835.43359188,0.0,0
(2023 GA2),2024-06-14,124.7498346832,27.9784820016,68360799.14935683,0.0,0
(2024 BA4),2024-06-14,26.3051013113,8.7542976251,66246646.595821634,0.0,0
(2024 LS),2024-06-14,338.8753497147,22.5262972284,43637699.7112253,0.0,0
(2024 LZ2),2024-06-14,34.9977382549,20.3671426864,1324980.660219269,0.0,0
(2024 LR5),2024-06-14,12.5904130692,5.8491291587,1494241.300257394,0.0,0
(2024 MB),2024-06-14,40.9298335762,7.6918788454,3572680.698362585,0.0,0
(2024 MH),2024-06-14,812.9053443399,41.8331816936,43150883.66331526,0.0,0
(2024 ML2),2024-06-14,229.1078547221,8.3886020846,44657922.74719563,0.0,0
(2025 ML93),2024-06-14,198.6277754808,18.4569494001,23341205.824088603,0.0,0
216115 (2006 SU19),2024-06-13,981.838321526,21.8250573304,24104637.683495518,0.0,1
(2014 MV18),2024-06-13,101.8685158322,9.9490618419,24476920.285672303,0.0,0
(2019 GN4),2024-06-13,68.2401509401,15.651116056,46598963.24856976,0.0,0
(2019 XL3),2024-06-13,23.6613750114,15.2951130546,39618438.254555754,0.0,0
(2021 CJ16),2024-06-13,572.8487618827,6.1903246784,33372036.77292592,0.0,0
(2021 GL16),2024-06-13,32.9640055641,4.6055799519,26691626.932461154,0.0,0
(2023 XS14),2024-06-13,40.5545866065,13.1404297687,38647829.00809583,0.0,0
(2024 BS19),2024-06-13,343.5895754212,11.4353729903,14897829.815436967,0.0,1
(2024 JR12),2024-06-13,112.2121745938,9.2388651958,22824302.488006502,0.0,0
(2024 LS5),2024-06-13,36.9862225707,16.4708671937,2465329.439418765,0.0,0
(2024 MG),2024-06-13,33.1161605006,8.9201197616,1203591.218902848,0.0,0
(2024 MB1),2024-06-13,21.2833495984,4.450474118,2479415.79925477,0.0,0
(2024 MM1),2024-06-13,33.7318358913,3.6168423996,4476011.80338017,0.0,0
(2007 YO56),2024-06-19,554.6767711177,12.3227458622,31791441.358833134,0.0,0
(2013 PF10),2024-06-19,542.0507863358,21.4280214347,55609360.422917284,0.0,0
(2014 QO296),2024-06-19,557.2370427654,12.6133465735,36079445.73989507,0.0,1
(2015 RK82),2024-06-19,442.6291165029,6.7154785611,45496335.6470897,0.0,0
(2016 TH10),2024-06-19,64.5713667167,6.5356574959,65742029.313928604,0.0,0
(2019 NP1),2024-06-19,57.0216760901,19.462811725,39905684.849729724,0.0,0
(2021 LD6),2024-06-19,21.5794304844,10.6741595593,39656599.72872618,0.0,0
(2021 NT5),2024-06-19,22.3892723248,16.5746624937,52313444.14657563,0.0,0
577723 (2013 PF10),2024-06-19,549.5914639134,21.4280151072,55609336.18806234,0.0,0
(2022 HK),2024-06-19,139.3285055244,30.8767723778,54175258.90253944,0.0,0
(2023 VW),2024-06-19,14.9982289464,7.6424297579,60512678.70527489,0.0,0
(2023 XD3),2024-06-19,23.2295062464,4.8873026228,38074828.400576256,0.0,0
671970 (2014 QO296),2024-06-19,580.817881978,12.6133406697,36079438.42455922,0.0,1
(2024 KY1),2024-06-19,63.3928064522,12.2224894202,6163411.764051597,0.0,0
(2024 LY5),2024-06-19,56.4988982214,4.8737337385,17358710.16932257,0.0,0
(2024 MC),2024-06-19,93.7648317729,14.3414963759,2492851.872109672,0.0,0
(2024 MS),2024-06-19,9.5948895276,2.872115298,703349.958943267,0.0,0
(2024 VT),2024-06-19,39.0876876124,10.2897388211,61349632.15826881,0.0,0
(2025 CT1),2024-06-19,50.1233372306,4.6154787886,22764521.533577934,0.0,0
458452 (2011 BR15),2024-06-18,660.7542706324,12.9000277818,58499363.373922125,0.0,0
(2006 HX30),2024-06-18,34.201092472,12.1815283838,38837301.59195285,0.0,0
(2016 UR5),2024-06-18,27.1668934089,9.8990991229,38124108.1829223,0.0,0
(2019 SN7),2024-06-18,46.5628954805,12.1513236286,18441802.218793154,0.0,0
(2020 YW3),2024-06-18,42.46586539,11.5012452234,53068670.12897922,0.0,0
(2021 LA6),2024-06-18,42.46586539,11.7269311702,24086167.253360655,0.0,0
(2022 QC2),2024-06-18,45.0858206172,15.3989313351,65238461.28157617,0.0,0
(2024 JZ14),2024-06-18,96.8366994728,6.0304368237,19027855.150711507,0.0,0
(2024 KG1),2024-06-18,131.8378095647,6.1388396936,28638666.846974615,0.0,0
(2024 MA),2024-06-18,29.3792008837,11.2365291534,1593827.360654073,0.0,0
(2024 NP2),2024-06-18,89.5447191727,7.0458572491,21597464.912009254,0.0,0
(2024 UL6),2024-06-18,36.9862225707,5.47465009,26869420.275969192,0.0,0
