name,date,diameter_m,velocity_km_s,miss_distance_km,eccentricity,hazardous
(2024 PP1),2024-08-03,15.8503909578,10.7338026935,828139.685045853,0.0,0
(2025 OW12),2024-08-03,96.3917752536,6.090384155,28555485.434685756,0.0,0
445775 (2011 YA),2024-08-10,1127.3012245845,30.9780058285,36331443.052714325,0.0,0
495858 (2003 MJ4),2024-08-10,1023.3871953728,9.5754873407,15617944.684078587,0.0,0
(2008 CQ),2024-08-10,49.435619262,20.0964936318,50099256.49967717,0.0,0
(2011 MD),2024-08-10,15.0674576258,5.2777868381,22487629.80376963,0.0,0
(2014 CG13),2024-08-10,196.8067450894,11.0686638521,46027854.71003058,0.0,0
(2014 KQ84),2024-08-10,27.1668934089,1.7954180646,47386721.44201418,0.0,0
(2014 QC3),2024-08-10,467.778200408,18.5261871246,50399952.257519655,0.0,1
(2018 PV7),2024-08-10,80.917038355,6.9013876572,47011182.468202166,0.0,0
(2019 GJ),2024-08-10,80.917038355,15.000657635,52477952.959871076,0.0,0
(2021 CZ1),2024-08-10,59.4346868419,12.5703636177,73148744.20337814,0.0,0
(2022 CO6),2024-08-10,36.6471308439,16.1939101585,64733733.86573125,0.0,0
(2024 KH3),2024-08-10,329.6400556414,11.4236236893,5576535.879290587,0.0,1
(2024 MV1),2024-08-10,348.36938254,20.936424445,16198809.172910878,0.0,0
(2024 NO),2024-08-10,266.7104172244,13.2645446886,30971231.707278114,0.0,0
(2024 OU1),2024-08-10,97.2836773688,5.8259072222,15873114.189811625,0.0,0
(2024 PK1),2024-08-10,53.2157244498,13.3198166216,6476421.850080581,0.0,0
(2024 PW3),2024-08-10,111.1834071935,6.3724639396,19786672.798456356,0.0,0
(2024 PY3),2024-08-10,100.9345796654,15.1298511443,7390227.37908153,0.0,0
(2024 PP4),2024-08-10,44.6724713292,21.6498598541,3219782.599225938,0.0,0
(2008 CN116),2024-08-08,28.4472296503,15.6545236889,25430464.962940477,0.0,0
(2012 MX2),2024-08-08,125.3256537574,9.9467481927,24421273.692777988,0.0,0
(2019 GR5),2024-08-08,23.6613750114,5.5465025731,47504588.91563698,0.0,0
(2020 PL2),2024-08-08,145.2245297194,17.7157950213,35525051.068261,0.0,0
(2022 NB1),2024-08-08,708.0109570008,28.8226168204,62866210.48496781,0.0,0
(2022 OX),2024-08-08,181.1506842357,10.1381626247,23658396.407634947,0.0,0
(2022 PL),2024-08-08,93.3340215038,20.8638475419,41558836.651952274,0.0,0
(2023 OX4),2024-08-08,97.2836773688,16.031293026,35125777.8089418,0.0,0
(2024 LG),2024-08-08,326.6178974458,10.1830105487,22651825.463843804,0.0,1
(2024 OD),2024-08-08,209.9133109443,15.2397633233,20739981.245728012,0.0,0
(2024 OL1),2024-08-08,155.6108871884,13.680891028,29943279.57767594,0.0,0
(2024 PW),2024-08-08,242.1251923687,28.0463436543,12725574.660936523,0.0,0
(2024 PN1),2024-08-08,46.3489584089,8.5764195667,2427985.712085127,0.0,0
(2024 PH4),2024-08-08,69.8296682492,10.7070300941,17134846.650809545,0.0,0
(2024 PK4),2024-08-08,42.0765359959,9.6052921718,5383303.407287496,0.0,0
(2024 PT5),2024-08-08,19.2326876637,1.3741730621,566930.240110502,0.0,0
(2024 PH7),2024-08-08,102.811093604,4.1829771745,37504528.55820273,0.0,0
(2024 RH15),2024-08-08,99.0923159661,5.5375504166,23297425.992473315,0.0,0
(2019 GE1),2024-08-09,23.6613750114,6.4577284591,29224852.71156025,0.0,0
(2020 PP3),2024-08-09,59.4346868419,16.5276239233,44914570.2350049,0.0,0
(2020 VZ2),2024-08-09,62.2357573367,6.4996898252,69327626.26246741,0.0,0
(2021 FB2),2024-08-09,17.866520367,6.6803290209,64990427.92335745,0.0,0
(2024 DP1),2024-08-09,78.3501764334,14.0667108467,44541063.90729173,0.0,0
(2024 ON1),2024-08-09,193.214617164,10.2074755421,38592426.16997089,0.0,0
(2024 PH),2024-08-09,79.07514169,10.8526175736,11895375.746250333,0.0,0
(2024 PJ),2024-08-09,105.6914798531,14.6936464901,12829994.198593328,0.0,0
(2024 PU3),2024-08-09,20.7988814142,14.7963322208,1941228.605735866,0.0,0
380981 (2006 SU131),2024-08-05,1111.8340719346,13.6305979946,40895675.06872006,0.0,1
(2006 NL),2024-08-05,602.6150569674,14.4400796067,53943323.12784058,0.0,0
(2007 US65),2024-08-05,570.2167609011,3.5890252702,38268829.52139519,0.0,0
(2013 FX13),2024-08-05,343.5895754212,22.4355318091,31703693.292045083,0.0,0
(2014 OJ392),2024-08-05,266.7104172244,23.6848303103,53369220.22337569,0.0,1
(2016 VS1),2024-08-05,41.1187571041,11.6035641202,30240476.48069572,0.0,0
(2017 TU1),2024-08-05,34.201092472,9.9794260094,4281914.685608053,0.0,0
(2019 NP5),2024-08-05,17.948988478,7.7574227044,13089864.323718144,0.0,0
(2021 CC7),2024-08-05,6.6994627817,15.7789294077,71805957.50708425,0.0,0
(2022 UU8),2024-08-05,15.1370058502,2.909514566,24204117.035731524,0.0,0
(2023 HB7),2024-08-05,52.0043866724,6.0670384782,5618761.673272527,0.0,0
(2023 JT),2024-08-05,42.8587972046,16.4024603615,70756199.75259429,0.0,0
(2023 OY4),2024-08-05,52.4855773378,12.9893465787,31087973.187652994,0.0,0
(2024 OB3),2024-08-05,88.7237682527,11.1905391336,16316974.660450503,0.0,0
(2024 PK3),2024-08-05,26.7941496575,5.6940035536,2973102.667896893,0.0,0
(2024 PC4),2024-08-05,37.6738477871,9.0760156059,3412660.733714147,0.0,0
(2024 QG1),2024-08-05,58.8897863577,9.9254946823,9133908.721289042,0.0,0
723136 (2006 NL),2024-08-05,608.1909854376,14.4400796036,53943323.12784058,0.0,0
523661 (2012 LF11),2024-08-06,413.0855266343,10.7085457267,58181547.486238964,0.0,0
(2005 GN22),2024-08-06,29.7879062798,5.064988896,54817314.545081645,0.0,0
(2007 VP243),2024-08-06,311.9176705226,9.4131201728,15536313.345079523,0.0,1
(2014 NF64),2024-08-06,1472.4480417076,20.708789143,26053200.908239827,0.0,0
(2018 AE13),2024-08-06,74.8238376074,14.1143866194,51295324.74089345,0.0,0
(2019 AX5),2024-08-06,37.5007521798,11.5710575696,33474366.4582584,0.0,0
(2019 UN2),2024-08-06,57.2848761883,7.1813198638,63521333.71089153,0.0,0
(2021 PK3),2024-08-06,169.0596551553,7.3071698093,42395923.54624623,0.0,0
(2021 WC3),2024-08-06,11.2730122458,9.1274630912,54492114.46165592,0.0,0
(2022 AO),2024-08-06,96.3917752536,5.5145023606,14590858.726143716,0.0,0
(2024 OA1),2024-08-06,66.0754270632,4.9442048258,15947917.358431345,0.0,0
(2024 OM1),2024-08-06,85.9092601232,12.2144807649,1399174.187599166,0.0,0
(2024 OR1),2024-08-06,53.2157244498,8.436562347,3419879.130137387,0.0,0
(2024 OF2),2024-08-06,73.1206391247,12.1351027032,3928137.295070907,0.0,0
(2024 PE),2024-08-06,43.8571068371,16.1352481365,1809952.600226033,0.0,0
(2024 PX1),2024-08-06,39.0876876124,6.322318478,7109064.360808561,0.0,0
(2024 PJ3),2024-08-06,13.3057689797,16.5051351051,792103.532854737,0.0,0
(2024 PL4),2024-08-06,109.1540813101,2.4159793803,23803067.182027776,0.0,0
749629 (2014 NF64),2024-08-06,1458.9485569187,20.7087901095,26053199.472100276,0.0,0
(2025 BC),2024-08-06,26.7941496575,3.8816786767,14546396.159769323,0.0,0
(2013 BG27),2024-08-07,547.0663205095,6.8003869731,40519045.87051085,0.0,0
(2013 VA12),2024-08-07,169.0596551553,10.9678341267,39068695.47828721,0.0,0
(2014 DH6),2024-08-07,41.1187571041,18.2302713792,47663341.69656779,0.0,0
(2019 QD8),2024-08-07,204.1925904549,12.0023653322,9615746.52608016,0.0,0
(2020 DQ4),2024-08-07,39.9981568182,6.6041948103,47720585.86007562,0.0,0
(2020 PU2),2024-08-07,47.2106498806,13.3520486515,27425966.927922994,0.0,0
(2021 CS9),2024-08-07,82.4213984152,8.8835575809,13988031.84881566,0.0,0
(2021 LO2),2024-08-07,14.8607243569,6.8249306477,19928344.01587739,0.0,0
(2023 CY),2024-08-07,32.2136531891,9.6541130937,24136858.940403763,0.0,0
(2023 MH),2024-08-07,121.3500553547,9.6191525525,47149066.34626798,0.0,0
(2024 CG4),2024-08-07,109.1540813101,19.5438740949,26755592.632986598,0.0,0
(2024 FF2),2024-08-07,83.1840342251,10.1903471983,49722206.24330306,0.0,0
(2024 PL3),2024-08-07,77.6318576982,18.5263625262,6850454.089105738,0.0,0
(2024 PG4),2024-08-07,53.9560289198,10.5666895632,11524435.156645743,0.0,0
(2024 RZ3),2024-08-07,25.0057554041,2.0150316927,3633523.857507303,0.0,0
(1993 KA),2024-08-11,37.5007521798,4.1059866835,49925684.449025646,0.0,0
(2007 VV83),2024-08-11,68.2401509401,16.2702957092,72095040.44603205,0.0,0
(2013 NC15),2024-08-11,221.8400624229,11.3439240135,39048867.74667784,0.0,0
(2015 FK36),2024-08-11,432.5536477254,14.522264453,39225244.8321908,0.0,0
(2017 FK),2024-08-11,19.5902500233,8.6499718891,8702596.056232367,0.0,0
(2021 RX5),2024-08-11,107.1617947985,16.6714461815,65098133.737263694,0.0,0
(2021 VG19),2024-08-11,335.768521834,13.4824275473,39017735.56226319,0.0,1
(2022 SF25),2024-08-11,32.6617897446,7.5491148269,44539483.43571476,0.0,0
(2024 OM),2024-08-11,444.6721996757,9.9125986272,38897183.0312707,0.0,0
(2024 PK2),2024-08-11,46.1360042888,8.577595622,1278824.630996689,0.0,0
(2024 PX3),2024-08-11,37.8477423675,9.6674359193,1018185.872015814,0.0,0
5660 (1974 MA),2024-08-15,4989.3041415123,21.4014417908,66345806.27236924,0.0,0
164217 (2004 PT42),2024-08-15,2198.0622050566,25.9128700433,26869826.030271992,0.0,0
477492 (2010 CG19),2024-08-15,772.7517171183,28.7055182521,74395896.13789609,0.0,0
(2002 FT5),2024-08-15,288.4297003513,19.8178053442,58026511.0006349,0.0,0
(2020 BM1),2024-08-15,45.0858206172,17.9320002911,64686578.52273706,0.0,0
(2021 PG),2024-08-15,128.2448632429,8.8702121319,8139910.730482049,0.0,0
(2021 RU23),2024-08-15,383.7425691085,15.4619139818,32177931.8691153,0.0,0
(2022 DO1),2024-08-15,26.0639346928,27.256479836,70435128.48062184,0.0,0
(2023 FF6),2024-08-15,71.7860370529,14.5571660186,55189489.97534436,0.0,0
(2024 EB3),2024-08-15,73.4581486599,26.0672195743,72979815.2367776,0.0,0
(2024 JF15),2024-08-15,291.0985075098,11.9196068472,54413622.76307412,0.0,0
(2024 PV),2024-08-15,185.3702257252,6.1664029369,29875151.555774342,0.0,0
(2024 PO1),2024-08-15,254.706471064,11.9364569233,38014323.287738375,0.0,0
(2024 PV3),2024-08-15,74.1378485408,11.9868788109,11879455.55588472,0.0,0
(2024 PZ3),2024-08-15,53.7081234856,12.1857033023,277046.324247161,0.0,0
(2024 PY5),2024-08-15,52.2444280149,6.1325751385,12104876.65750061,0.0,0
(2024 RU7),2024-08-15,52.9712204056,8.4293014884,9524987.458083255,0.0,0
(2024 RV13),2024-08-15,73.4581486599,5.1174078775,15091270.093841273,0.0,0
(2024 SU35),2024-08-15,213.8158907658,5.3558610385,47908135.5877106,0.0,0
(2014 QO390),2024-08-16,270.4207287184,24.9558227856,22738604.196273405,0.0,1
(2016 QA84),2024-08-16,185.3702257252,16.5435204312,55870426.6428519,0.0,0
(2017 WZ27),2024-08-16,18.7948982439,5.833439908,61234489.894084014,0.0,0
(2018 AM13),2024-08-16,222.8640296264,15.5288212333,33457528.21568417,0.0,0
(2018 FB2),2024-08-16,45.0858206172,4.7832067233,11495977.213674791,0.0,0
(2018 MH7),2024-08-16,35.8129403019,17.3449097636,68570598.23908159,0.0,0
(2020 OK1),2024-08-16,94.1976305719,9.0098826169,42149238.82778535,0.0,0
(2021 GY1),2024-08-16,95.5080501462,6.3166643684,6759614.432736266,0.0,0
(2022 BT4),2024-08-16,21.0882226764,15.9279996541,27895940.290202066,0.0,0
(2022 QK),2024-08-16,40.5545866065,7.4084188985,12188770.43988662,0.0,0
(2024 LF12),2024-08-16,165.9739686963,7.4754664275,37321410.57770778,0.0,0
(2024 PS3),2024-08-16,63.3928064522,14.1947509349,9457163.598570941,0.0,0
(2025 DJ29),2024-08-16,30.7637999642,5.0570395599,25280752.99464503,0.0,0
(2017 AV3),2024-08-17,688.7156928262,24.9204779454,44044408.83739136,0.0,0
(2018 RB1),2024-08-17,15.6329154409,21.973130086,70831971.83669843,0.0,0
(2019 RP2),2024-08-17,9.8637028131,8.9676302558,38823275.968852066,0.0,0
(2020 FB4),2024-08-17,25.9441817907,5.9422168319,44553775.956375405,0.0,0
(2020 SM2),2024-08-17,10.7656431169,18.7425203389,73247823.02227701,0.0,0
(2020 TV1),2024-08-17,297.8790627982,12.6951148273,55011850.313728176,0.0,0
(2021 LU6),2024-08-17,77.2751717118,10.3122007235,21189785.224782206,0.0,0
(2022 BF2),2024-08-17,147.9244553064,17.0528503498,5076690.021461203,0.0,0
(2023 BU1),2024-08-17,92.0534307207,19.9669979041,22768939.7720303,0.0,0
(2023 OH2),2024-08-17,126.4852777541,12.8049764348,56073158.92367508,0.0,0
(2023 PZ),2024-08-17,8.913329856,9.5046059611,43052567.539237015,0.0,0
(2024 OY2),2024-08-17,55.7237042765,5.7246097509,1644556.073170008,0.0,0
(2024 QB),2024-08-17,61.0998267476,8.6104291367,8545033.954668455,0.0,0
(2024 QV),2024-08-17,47.8674154419,4.8107397381,15621125.254473085,0.0,0
(2024 QQ1),2024-08-17,271.6689340891,20.243152321,52816516.650943466,0.0,0
504074 (2006 AD),2024-08-18,2754.482254239,40.6861275426,67672859.58115779,0.0,0
(2015 RE36),2024-08-18,221.8400624229,4.8982638669,57184863.690072924,0.0,0
(2017 FL128),2024-08-18,214.8028200758,13.0569460752,48395813.91774332,0.0,0
(2018 CY2),2024-08-18,192.3268766365,13.1503218502,46711288.61478203,0.0,0
(2019 JX2),2024-08-18,72.4502650757,19.5765029963,69497477.11098205,0.0,0
(2019 QU1),2024-08-18,103.7623929406,11.9904682949,32735783.702645704,0.0,0
(2020 SN),2024-08-18,65.1688382168,14.8656554352,49569076.77150661,0.0,0
(2020 UN1),2024-08-18,49.435619262,7.0299623225,32299665.026497833,0.0,0
(2020 VM6),2024-08-18,164.452310205,6.5322718016,48087894.362994485,0.0,0
(2021 AV5),2024-08-18,28.9761031358,8.1393002669,56170977.844272606,0.0,0
(2021 CF10),2024-08-18,84.3412394123,10.6986002412,66085701.15891023,0.0,0
(2021 MC1),2024-08-18,572.8487618827,17.022763913,48269036.97841501,0.0,0
(2021 RE2),2024-08-18,19.3214617164,10.4723178596,32987220.666723303,0.0,0
(2024 NE4),2024-08-18,153.4758257748,7.8729318625,23524217.979050312,0.0,0
(2024 QH),2024-08-18,60.8190985438,9.4471764289,4529683.988626438,0.0,0
(2024 QJ),2024-08-18,22.8055199748,2.9315666989,2658990.793555359,0.0,0
(2024 QO),2024-08-18,79.07514169,7.3309994662,3471584.896261866,0.0,0
(2024 RW3),2024-08-18,20.7988814142,5.4676157788,2717730.846004469,0.0,0
(2024 RG5),2024-08-18,30.2022973344,3.0625459865,11159642.261589231,0.0,0
(2024 RL12),2024-08-18,141.9188158376,5.8485751783,34527170.24977837,0.0,0
(2013 YT102),2024-08-12,59.4346868419,20.6688098844,68217178.22289608,0.0,0
(2016 TL18),2024-08-12,283.1652650258,16.4270500243,73039461.32872637,0.0,0
(2017 LP),2024-08-12,271.6689340891,21.0558754863,60644268.11832237,0.0,0
(2019 BL),2024-08-12,54.2050786336,6.5719720065,64374549.21530359,0.0,0
(2019 CQ5),2024-08-12,18.7948982439,14.1063215329,57077916.75624162,0.0,0
(2019 OY3),2024-08-12,755.1617405255,31.7943546884,70358151.9242272,0.0,1
(2019 SU),2024-08-12,170.6239448846,19.1597192353,69063381.0877953,0.0,0
(2020 FN3),2024-08-12,79.07514169,6.5075473979,29400944.55881448,0.0,0
(2020 QY),2024-08-12,56.7596852866,21.4875100524,36567542.04637656,0.0,0
(2021 CG6),2024-08-12,628.116177092,33.4376363312,50768826.40686657,0.0,0
(2022 CY2),2024-08-12,46.1360042888,17.3096289833,22566773.91362229,0.0,0
(2023 PC),2024-08-12,73.1206391247,10.1239684676,25143978.05566995,0.0,0
(2024 MF1),2024-08-12,292.4421571708,12.4938607856,19118193.54949797,0.0,0
(2024 ON2),2024-08-12,70.8010957001,13.956510045,6733294.617322289,0.0,0
(2024 OA3),2024-08-12,181.1506842357,26.4313742727,7526512.998383627,0.0,0
(2024 PP5),2024-08-12,34.3589575421,19.3451075147,607607.022947527,0.0,0
(2024 PR5),2024-08-12,20.6081961232,20.2717995604,522222.258430374,0.0,0
(2006 SE6),2024-08-13,151.370058502,14.2654058538,30233480.790621553,0.0,0
(2008 CK70),2024-08-13,62.2357573367,10.2063908312,44904127.98952337,0.0,0
(2015 DB1),2024-08-13,244.36554919,21.7364743028,11779644.171176247,0.0,1
(2015 QM3),2024-08-13,498.9304141512,24.3914317147,52673658.04530867,0.0,0
(2016 CZ30),2024-08-13,43.0566244241,10.895005696,15240273.357187385,0.0,0
(2016 ET1),2024-08-13,9.8637028131,4.6346066786,29993668.747906335,0.0,0
(2018 PU21),2024-08-13,194.1064553155,8.7626141071,53686799.40234915,0.0,0
(2021 BD3),2024-08-13,42.6618789186,15.844377967,49217840.15119354,0.0,0
(2021 LK5),2024-08-13,133.0576897973,11.0902415472,31489540.979102258,0.0,0
(2024 CC8),2024-08-13,57.0216760901,10.2159628401,38282938.38075085,0.0,0
(2024 JL12),2024-08-13,271.6689340891,14.699948092,65581983.04997462,0.0,0
(2024 OS),2024-08-13,46.1360042888,6.9750759309,7655210.250770187,0.0,0
(2024 OQ2),2024-08-13,132.4463452445,11.5206594094,28054295.70927059,0.0,0
(2024 PS1),2024-08-13,29.5148091135,8.5969957656,1363917.021436714,0.0,0
(2024 PF6),2024-08-13,54.2050786336,13.042887558,1215041.365073713,0.0,0
(2024 RN),2024-08-13,46.5628954805,5.3071685412,4087668.403799759,0.0,0
(2024 TA10),2024-08-13,96.3917752536,5.0097761249,23038446.243951164,0.0,0
(2024 YB26),2024-08-13,29.5148091135,6.8555353982,29300739.01363813,0.0,0
(2009 DH39),2024-08-14,1032.8564805039,26.6603052051,63156164.39767452,0.0,1
(2013 EV108),2024-08-14,403.6825520651,23.6214416971,56028376.89104931,0.0,1
(2015 PM),2024-08-14,476.474846455,16.5502237045,23361305.090791814,0.0,1
(2017 ED3),2024-08-14,89.1332985597,6.7257618159,36341639.11994098,0.0,0
(2020 FW5),2024-08-14,42.6618789186,8.1833888238,70498242.6251919,0.0,0
(2021 YR),2024-08-14,40.1827799216,19.4165199938,27610063.054090936,0.0,0
(2022 BB3),2024-08-14,154.1842379994,9.946082779,36285781.504291244,0.0,0
(2022 GT3),2024-08-14,39.2681081809,6.9791798186,39962570.068108276,0.0,0
620063 (2009 DH39),2024-08-14,1137.7320143896,26.6603095828,63156156.42410805,0.0,1
(2024 FC2),2024-08-14,203.2544107219,17.7114583875,53244146.48571691,0.0,0
(2024 OB2),2024-08-14,102.811093604,19.4031799646,7635587.139127399,0.0,0
(2024 PH2),2024-08-14,45.2939273097,10.2200660537,1799281.125928305,0.0,0
(2024 PQ2),2024-08-14,74.8238376074,6.3936731644,16746491.447957192,0.0,0
(2024 PO3),2024-08-14,20.2320541533,7.7796564337,2732300.780955249,0.0,0
(2024 PS5),2024-08-14,201.3909630836,8.6918125432,16619370.403608313,0.0,0
(2024 QD),2024-08-14,80.5452583346,11.0418041124,9267670.295408927,0.0,0
(2024 QC1),2024-08-14,141.2667581089,21.1763657991,14138357.602211932,0.0,0
(2024 RU3),2024-08-14,89.5447191727,5.9709698704,21380556.722065076,0.0,0
(2016 PO),2024-08-20,56.7596852866,12.3434940214,65477152.31265254,0.0,0
(2017 QX35),2024-08-20,208.9488468882,11.0688187884,23057584.32937984,0.0,0
(2018 UY37),2024-08-20,190.5636132329,5.0150476272,31919535.133412115,0.0,0
(2022 UG2),2024-08-20,22.4926165103,6.7230114467,57781577.65435768,0.0,0
(2023 XC),2024-08-20,12.023751136,6.0404556871,42107248.30637356,0.0,0
(2024 NU2),2024-08-20,776.3185769818,34.5543813673,69296245.5959907,0.0,0
(2024 PQ5),2024-08-20,73.1206391247,12.5686057522,5170041.366228827,0.0,0
(2024 QY),2024-08-20,47.6474846455,11.2776175889,7963118.70535707,0.0,0
(2024 RP74),2024-08-20,38.7293295383,6.1346595796,12178776.55418127,0.0,0
(2013 NK),2024-08-21,303.4170480479,2.6175505601,40200496.45959172,0.0,0
(2016 FE12),2024-08-21,450.8582061718,26.4607190791,66963555.50731023,0.0,0
(2017 BO30),2024-08-21,98.6370281305,16.9447777511,44641341.43896312,0.0,0
(2021 CR1),2024-08-21,56.7596852866,18.7212263915,70409798.18031898,0.0,0
(2021 QS83),2024-08-21,199.5445996359,12.0080691585,57368620.07947809,0.0,0
(2023 XO1),2024-08-21,23.0165368531,7.3951693999,53647671.555858105,0.0,0
(2024 EW3),2024-08-21,12.3606121324,3.8120445996,23584619.644961085,0.0,0
(2024 FC1),2024-08-21,17.4598287116,6.3077781737,32235749.830213305,0.0,0
(2024 PQ4),2024-08-21,112.2121745938,21.009882416,10695186.637227664,0.0,0
(2024 QL2),2024-08-21,39.0876876124,7.4938386849,2991935.184716305,0.0,0
(2024 RD),2024-08-21,26.1842403492,5.0102497017,511454.832058828,0.0,0
(2024 RT),2024-08-21,65.1688382168,16.7041365191,5530123.663715632,0.0,0
(2024 RK2),2024-08-21,16.2944602362,2.8711781695,2970813.551209727,0.0,0
(2024 RS10),2024-08-21,215.7943048444,14.7075756958,27695819.285079084,0.0,0
(2024 WO12),2024-08-21,114.8259319105,6.9400254626,8877989.580629436,0.0,0
(2025 SC),2024-08-21,5.6603068953,2.1768739258,10391807.018798439,0.0,0
452314 (1999 LN28),2024-08-19,920.5343072066,15.2456436744,71917995.92962208,0.0,0
(2007 PQ9),2024-08-19,213.8158907658,5.3856262058,34803207.58127174,0.0,0
(2016 DB1),2024-08-19,29.7879062798,8.5158300027,57201494.76951677,0.0,0
(2021 QR),2024-08-19,263.0510131126,23.0600468687,46228901.50157206,0.0,0
(2024 JV33),2024-08-19,340.4395272595,11.077265726,4590271.784207066,0.0,1
(2024 NS2),2024-08-19,187.9489824394,0.597220905,43047677.33446458,0.0,0
(2024 PY1),2024-08-19,148.6072435691,13.0847800446,16768227.435036499,0.0,0
(2024 PV5),2024-08-19,91.209479795,11.5774277137,15158403.529263966,0.0,0
(2024 QA),2024-08-19,43.0566244241,21.6637740034,707296.380673441,0.0,0
(2024 QW),2024-08-19,51.7654482198,11.5424879863,7795989.805046871,0.0,0
(2024 PZ8),2024-08-19,231.2277636011,4.6138636306,70274298.92222054,0.0,0
(2024 RO13),2024-08-19,68.8715692826,4.3235093164,26532660.33129475,0.0,0
(2025 QX),2024-08-19,64.5713667167,11.6548498818,25293904.562270764,0.0,0
(2025 QF4),2024-08-19,20.6081961232,11.0714459699,23904591.477307536,0.0,0
250577 (2005 AC),2024-08-22,1264.852777541,32.0100905449,45482813.63025848,0.0,0
354182 (2002 DU3),2024-08-22,416.9077599521,7.5953703787,13826234.018200781,0.0,1
436116 (2009 TB3),2024-08-22,340.4395272595,12.7071370124,52173165.58060579,0.0,0
(2005 SM25),2024-08-22,755.1617405255,7.6484441098,28394180.693610184,0.0,0
(2016 NF23),2024-08-22,154.8959201062,25.2735514024,70310825.86014377,0.0,0
(2017 BS31),2024-08-22,243.2427914778,10.7243131106,68895314.86707082,0.0,1
(2017 TK4),2024-08-22,15.6329154409,18.9952323137,73113435.91962351,0.0,0
(2021 LL15),2024-08-22,30.2022973344,7.9273380802,42258954.47411525,0.0,0
(2022 GG3),2024-08-22,9.8637028131,19.2578158545,40381065.591577604,0.0,0
(2022 QN4),2024-08-22,26.7941496575,15.4404692803,20635684.542882267,0.0,0
(2023 KL2),2024-08-22,41.8832118738,13.2777667896,44087418.55413168,0.0,0
(2024 PP),2024-08-22,124.1766612574,5.0436553589,25442732.72131004,0.0,0
(2024 PD1),2024-08-22,73.7972160683,4.8896877692,24906810.17026677,0.0,0
(2024 RL),2024-08-22,56.4988982214,7.8808755169,9537400.775180329,0.0,0
(2024 RP),2024-08-22,101.400472517,8.3493499507,28835685.56626847,0.0,0
(2005 QB5),2024-08-23,108.6525638621,11.9570403613,10649412.232171454,0.0,0
(2007 EE26),2024-08-23,35.8129403019,7.0278298827,65726977.91319302,0.0,0
(2014 QF434),2024-08-23,222.8640296264,30.2102471888,69937130.21632612,0.0,0
(2017 DE),2024-08-23,130.0289270043,15.8090434513,14523103.89108862,0.0,0
(2017 RO2),2024-08-23,210.8822267643,17.3014323026,66063845.134500034,0.0,0
(2017 YF7),2024-08-23,110.67256584,6.4881428029,61672315.37721008,0.0,0
(2018 PD9),2024-08-23,19.6806745089,14.3312811519,43015112.76540448,0.0,0
(2019 FM2),2024-08-23,448.7867008808,22.3450814438,51228825.70515808,0.0,1
(2020 QW3),2024-08-23,49.435619262,18.238336043,10708731.138618741,0.0,0
(2020 XD6),2024-08-23,54.2050786336,29.4803320803,71597334.94476789,0.0,0
(2021 DK),2024-08-23,319.1831664143,14.2676501667,30924097.68198041,0.0,0
(2022 EX1),2024-08-23,187.9489824394,19.674432194,45006647.54447246,0.0,0
(2022 SY1),2024-08-23,191.4432149063,11.9553348785,35345961.78832473,0.0,0
(2022 VG),2024-08-23,16.9839999068,9.1746780686,42013165.5776195,0.0,0
(2023 QD2),2024-08-23,25.0057554041,12.0644891925,22788451.208863135,0.0,0
(2023 QN7),2024-08-23,121.9101817605,18.5813153472,60096892.833065085,0.0,0
(2024 JY8),2024-08-23,459.2402860401,8.4592736229,33653725.37339556,0.0,0
(2024 NO5),2024-08-23,430.566244241,16.32955141,20359880.524226945,0.0,1
(2024 PR4),2024-08-23,74.4800533014,5.6971828068,7831740.494582453,0.0,0
(2024 PD6),2024-08-23,217.7910249632,8.0818471289,40228161.21969614,0.0,0
(2024 RP3),2024-08-23,38.7293295383,11.1854195348,3252864.328122637,0.0,0
(2024 RM12),2024-08-23,55.212826285,4.8698425738,13922647.227453057,0.0,0
(2024 RH16),2024-08-23,40.9298335762,10.9215357877,3987361.73046329,0.0,0
(2002 RS129),2024-08-24,155.6108871884,7.9496547478,18578219.454301275,0.0,0
(2008 EE9),2024-08-24,204.1925904549,19.1129489962,18296626.88070439,0.0,0
(2010 PQ10),2024-08-24,281.8642388124,15.1910404465,44721869.62830903,0.0,0
(2011 HP24),2024-08-24,41.1187571041,3.9888802089,37202088.71359284,0.0,0
(2015 SW6),2024-08-24,76.5667086792,9.2157930522,11861254.2373582,0.0,0
(2017 BL92),2024-08-24,396.314515123,19.3438014734,45573358.309547886,0.0,0
(2018 KS),2024-08-24,15.6329154409,6.7739193761,36721425.26704101,0.0,0
(2018 RW),2024-08-24,4.5085820617,21.0092141317,73640307.54521541,0.0,0
(2021 GQ10),2024-08-24,28.4472296503,16.0928999566,72270863.54071282,0.0,0
(2021 YB),2024-08-24,18.6225855811,4.2560839795,28129234.084445216,0.0,0
(2022 BN2),2024-08-24,6.6380417377,20.6733306173,60537230.25890568,0.0,0
(2023 BT7),2024-08-24,114.2983546761,14.4132352997,57596793.46774646,0.0,0
(2023 FT10),2024-08-24,37.8477423675,7.2551690322,21431654.716923106,0.0,0
(2023 PR),2024-08-24,74.1378485408,16.7037990842,57818553.95436281,0.0,0
(2023 QR1),2024-08-24,20.9913310944,6.3535407281,8937135.656657513,0.0,0
(2024 CZ),2024-08-24,28.3165265026,6.5719671847,24999691.822601955,0.0,0
(2024 NM),2024-08-24,225.9643771094,12.0023206011,26789248.533468142,0.0,0
